model,variable,test,topic_a,topic_b,statistic,p_value,p_adj_bonferroni,significant_p05
BERTopic,desc_length,Mann-Whitney U (pairwise),14,15,-,0.139528,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),14,16,-,0.017855,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),14,17,-,0.0,4.9e-05,True
BERTopic,desc_length,Mann-Whitney U (pairwise),14,18,-,0.145959,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),14,19,-,0.324376,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),14,20,-,0.003375,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),14,21,-,0.379134,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),14,22,-,7.3e-05,0.038765,True
BERTopic,desc_length,Mann-Whitney U (pairwise),14,23,-,0.823453,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),14,24,-,2e-06,0.000992,True
BERTopic,desc_length,Mann-Whitney U (pairwise),14,25,-,0.001486,0.78483,False
BERTopic,desc_length,Mann-Whitney U (pairwise),14,26,-,0.217103,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),14,27,-,8e-06,0.004341,True
BERTopic,desc_length,Mann-Whitney U (pairwise),14,28,-,0.227204,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),14,29,-,0.906948,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),14,30,-,0.151416,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),14,31,-,0.000284,0.149778,False
BERTopic,desc_length,Mann-Whitney U (pairwise),14,32,-,1.0,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),15,16,-,0.432583,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),15,17,-,5.3e-05,0.02776,True
BERTopic,desc_length,Mann-Whitney U (pairwise),15,18,-,0.008755,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),15,19,-,0.777106,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),15,20,-,0.090941,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),15,21,-,0.916264,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),15,22,-,0.008025,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),15,23,-,0.376999,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),15,24,-,0.000158,0.083495,False
BERTopic,desc_length,Mann-Whitney U (pairwise),15,25,-,0.033197,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),15,26,-,0.738683,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),15,27,-,0.000142,0.074936,False
BERTopic,desc_length,Mann-Whitney U (pairwise),15,28,-,0.762166,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),15,29,-,0.404973,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),15,30,-,0.798427,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),15,31,-,0.009651,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),15,32,-,0.269596,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),16,17,-,0.000109,0.057391,False
BERTopic,desc_length,Mann-Whitney U (pairwise),16,18,-,8.7e-05,0.046031,True
BERTopic,desc_length,Mann-Whitney U (pairwise),16,19,-,0.330418,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),16,20,-,0.154994,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),16,21,-,0.475765,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),16,22,-,0.009874,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),16,23,-,0.125953,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),16,24,-,0.000101,0.053486,False
BERTopic,desc_length,Mann-Whitney U (pairwise),16,25,-,0.074796,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),16,26,-,0.427728,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),16,27,-,0.000198,0.104547,False
BERTopic,desc_length,Mann-Whitney U (pairwise),16,28,-,0.545166,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),16,29,-,0.102891,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),16,30,-,0.924122,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),16,31,-,0.008969,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),16,32,-,0.096013,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),17,18,-,0.0,2e-06,True
BERTopic,desc_length,Mann-Whitney U (pairwise),17,19,-,3.8e-05,0.020008,True
BERTopic,desc_length,Mann-Whitney U (pairwise),17,20,-,0.212099,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),17,21,-,0.002492,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),17,22,-,0.517292,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),17,23,-,0.000106,0.056116,False
BERTopic,desc_length,Mann-Whitney U (pairwise),17,24,-,0.039585,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),17,25,-,0.349076,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),17,26,-,8e-06,0.004013,True
BERTopic,desc_length,Mann-Whitney U (pairwise),17,27,-,0.062427,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),17,28,-,0.00271,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),17,29,-,0.000404,0.213083,False
BERTopic,desc_length,Mann-Whitney U (pairwise),17,30,-,0.006765,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),17,31,-,0.93842,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),17,32,-,0.000367,0.193754,False
BERTopic,desc_length,Mann-Whitney U (pairwise),18,19,-,0.030714,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),18,20,-,0.000396,0.20907,False
BERTopic,desc_length,Mann-Whitney U (pairwise),18,21,-,0.085685,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),18,22,-,2e-06,0.000863,True
BERTopic,desc_length,Mann-Whitney U (pairwise),18,23,-,0.183489,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),18,24,-,0.0,0.000219,True
BERTopic,desc_length,Mann-Whitney U (pairwise),18,25,-,4.6e-05,0.024456,True
BERTopic,desc_length,Mann-Whitney U (pairwise),18,26,-,0.012418,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),18,27,-,1e-06,0.000631,True
BERTopic,desc_length,Mann-Whitney U (pairwise),18,28,-,0.028825,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),18,29,-,0.185615,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),18,30,-,0.016909,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),18,31,-,2.2e-05,0.011354,True
BERTopic,desc_length,Mann-Whitney U (pairwise),18,32,-,0.313033,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),19,20,-,0.040003,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),19,21,-,0.774971,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),19,22,-,0.003832,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),19,23,-,0.487746,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),19,24,-,9.5e-05,0.050109,False
BERTopic,desc_length,Mann-Whitney U (pairwise),19,25,-,0.020586,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),19,26,-,0.912063,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),19,27,-,9.2e-05,0.048381,True
BERTopic,desc_length,Mann-Whitney U (pairwise),19,28,-,0.682886,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),19,29,-,0.534718,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),19,30,-,0.602962,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),19,31,-,0.00589,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),19,32,-,0.335141,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),20,21,-,0.125352,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),20,22,-,0.633445,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),20,23,-,0.028868,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),20,24,-,0.028606,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),20,25,-,0.742661,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),20,26,-,0.01996,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),20,27,-,0.03152,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),20,28,-,0.183181,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),20,29,-,0.062973,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),20,30,-,0.204538,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),20,31,-,0.407438,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),20,32,-,0.036088,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),21,22,-,0.019516,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),21,23,-,0.535547,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),21,24,-,0.000399,0.210918,False
BERTopic,desc_length,Mann-Whitney U (pairwise),21,25,-,0.086623,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),21,26,-,0.988205,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),21,27,-,0.001293,0.68263,False
BERTopic,desc_length,Mann-Whitney U (pairwise),21,28,-,0.922444,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),21,29,-,0.601292,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),21,30,-,0.56418,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),21,31,-,0.018842,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),21,32,-,0.55552,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),22,23,-,0.003412,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),22,24,-,0.031351,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),22,25,-,0.766175,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),22,26,-,0.002563,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),22,27,-,0.0679,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),22,28,-,0.026228,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),22,29,-,0.005836,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),22,30,-,0.068775,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),22,31,-,0.528612,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),22,32,-,0.006065,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),23,24,-,0.000152,0.080455,False
BERTopic,desc_length,Mann-Whitney U (pairwise),23,25,-,0.013651,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),23,26,-,0.612969,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),23,27,-,0.000174,0.091719,False
BERTopic,desc_length,Mann-Whitney U (pairwise),23,28,-,0.35446,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),23,29,-,1.0,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),23,30,-,0.321326,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),23,31,-,0.005481,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),23,32,-,0.816214,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),24,25,-,0.049613,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),24,26,-,8e-05,0.04224,True
BERTopic,desc_length,Mann-Whitney U (pairwise),24,27,-,0.705682,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),24,28,-,0.001601,0.845429,False
BERTopic,desc_length,Mann-Whitney U (pairwise),24,29,-,0.0006,0.316633,False
BERTopic,desc_length,Mann-Whitney U (pairwise),24,30,-,0.004926,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),24,31,-,0.158182,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),24,32,-,0.001431,0.755599,False
BERTopic,desc_length,Mann-Whitney U (pairwise),25,26,-,0.012296,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),25,27,-,0.045327,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),25,28,-,0.1169,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),25,29,-,0.02534,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),25,30,-,0.115958,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),25,31,-,0.556475,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),25,32,-,0.013869,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),26,27,-,7.1e-05,0.037472,True
BERTopic,desc_length,Mann-Whitney U (pairwise),26,28,-,0.723826,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),26,29,-,0.255378,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),26,30,-,0.416552,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),26,31,-,0.001228,0.648629,False
BERTopic,desc_length,Mann-Whitney U (pairwise),26,32,-,0.279944,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),27,28,-,0.001439,0.75965,False
BERTopic,desc_length,Mann-Whitney U (pairwise),27,29,-,0.001275,0.673422,False
BERTopic,desc_length,Mann-Whitney U (pairwise),27,30,-,0.003152,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),27,31,-,0.253457,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),27,32,-,0.001172,0.61879,False
BERTopic,desc_length,Mann-Whitney U (pairwise),28,29,-,0.410456,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),28,30,-,0.958972,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),28,31,-,0.030586,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),28,32,-,0.278698,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),29,30,-,0.236584,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),29,31,-,0.002836,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),29,32,-,0.973699,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),30,31,-,0.048844,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),30,32,-,0.210141,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),31,32,-,0.004346,1.0,False
