model,variable,test,topic_a,topic_b,statistic,p_value,p_adj_bonferroni,significant_p05
BERTopic,num_human_comments,Mann-Whitney U (pairwise),20,32,-,0.451321,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),21,22,-,0.144762,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),21,23,-,0.714668,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),21,24,-,0.560495,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),21,25,-,0.513438,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),21,26,-,0.16329,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),21,27,-,0.514562,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),21,28,-,0.370896,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),21,29,-,0.064897,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),21,30,-,0.563224,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),21,31,-,0.140617,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),21,32,-,0.107162,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),22,23,-,0.154186,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),22,24,-,0.460047,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),22,25,-,0.07832,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),22,26,-,0.021561,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),22,27,-,0.119804,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),22,28,-,0.096919,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),22,29,-,0.023609,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),22,30,-,0.447472,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),22,31,-,1.0,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),22,32,-,0.017042,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),23,24,-,0.507713,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),23,25,-,0.701801,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),23,26,-,0.746658,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),23,27,-,0.55071,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),23,28,-,0.748205,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),23,29,-,0.181384,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),23,30,-,0.367928,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),23,31,-,0.152592,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),23,32,-,0.27874,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),24,25,-,0.261501,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),24,26,-,0.073918,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),24,27,-,0.392723,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),24,28,-,0.225083,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),24,29,-,0.090351,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),24,30,-,0.98229,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),24,31,-,0.450358,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),24,32,-,0.066189,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),25,26,-,0.856663,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),25,27,-,1.0,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),25,28,-,1.0,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),25,29,-,0.303952,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),25,30,-,0.222588,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),25,31,-,0.077161,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),25,32,-,0.527977,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),26,27,-,0.72116,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),26,28,-,0.818414,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),26,29,-,0.141888,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),26,30,-,0.080742,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),26,31,-,0.017645,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),26,32,-,0.2773,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),27,28,-,0.598482,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),27,29,-,0.636243,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),27,30,-,0.303655,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),27,31,-,0.111828,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),27,32,-,0.866686,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),28,29,-,0.288877,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),28,30,-,0.246108,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),28,31,-,0.070448,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),28,32,-,0.462163,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),29,30,-,0.045628,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),29,31,-,0.024146,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),29,32,-,0.505169,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),30,31,-,0.387828,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),30,32,-,0.037311,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),31,32,-,0.011112,1.0,False
BERTopic,num_attachments,Kruskal-Wallis (overall),all,all,320.7514,0.0,-,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),0,1,-,0.043365,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),0,2,-,0.0,0.0,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),0,3,-,7.3e-05,0.038311,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),0,4,-,0.043908,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),0,5,-,0.0,0.0,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),0,6,-,0.855273,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),0,7,-,0.029625,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),0,8,-,0.048054,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),0,9,-,0.089752,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),0,10,-,0.966417,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),0,11,-,0.0,0.0,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),0,12,-,0.227981,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),0,13,-,4e-06,0.002266,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),0,14,-,0.452414,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),0,15,-,0.359369,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),0,16,-,0.009217,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),0,17,-,0.000196,0.103562,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),0,18,-,0.190476,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),0,19,-,0.689713,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),0,20,-,0.343023,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),0,21,-,0.000323,0.170641,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),0,22,-,0.01732,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),0,23,-,0.296861,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),0,24,-,0.019477,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),0,25,-,0.622694,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),0,26,-,0.078957,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),0,27,-,0.959341,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),0,28,-,0.135647,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),0,29,-,0.049873,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),0,30,-,0.000265,0.139797,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),0,31,-,0.043396,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),0,32,-,0.032936,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),1,2,-,0.0,0.0,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),1,3,-,0.073088,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),1,4,-,0.612113,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),1,5,-,0.0,0.0,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),1,6,-,0.427094,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),1,7,-,0.525893,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),1,8,-,0.483431,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),1,9,-,0.045707,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),1,10,-,0.484124,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),1,11,-,0.0,0.0,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),1,12,-,0.134511,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),1,13,-,1.4e-05,0.007622,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),1,14,-,0.189033,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),1,15,-,0.902738,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),1,16,-,0.14684,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),1,17,-,0.018688,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),1,18,-,0.054133,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),1,19,-,0.399171,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),1,20,-,0.138887,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),1,21,-,0.013356,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),1,22,-,0.154626,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),1,23,-,0.727437,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),1,24,-,0.199182,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),1,25,-,0.813656,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),1,26,-,0.557081,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),1,27,-,0.790424,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),1,28,-,0.532822,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),1,29,-,0.050152,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),1,30,-,0.009607,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),1,31,-,0.195715,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),1,32,-,0.025108,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),2,3,-,0.0,0.0,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),2,4,-,0.0,0.0,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),2,5,-,0.0,2e-06,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),2,6,-,1e-06,0.000699,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),2,7,-,0.0,1e-06,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),2,8,-,0.0,1.1e-05,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),2,9,-,0.023716,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),2,10,-,0.000161,0.085081,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),2,11,-,0.000824,0.434966,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),2,12,-,0.021985,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),2,13,-,0.291118,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),2,14,-,0.004868,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),2,15,-,4.9e-05,0.025753,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),2,16,-,0.0,9e-06,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),2,17,-,0.0,0.0,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),2,18,-,0.018949,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),2,19,-,0.018405,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),2,20,-,0.029526,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),2,21,-,0.0,4e-06,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),2,22,-,2e-06,0.00126,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),2,23,-,0.000275,0.145371,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),2,24,-,5e-06,0.002699,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),2,25,-,0.002704,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),2,26,-,2e-06,0.001311,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),2,27,-,0.047637,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),2,28,-,2.6e-05,0.013825,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),2,29,-,0.730905,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),2,30,-,0.0,5.1e-05,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),2,31,-,0.000242,0.127665,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),2,32,-,0.771943,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),3,4,-,0.374037,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),3,5,-,0.0,0.0,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),3,6,-,0.040969,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),3,7,-,0.451093,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),3,8,-,0.62536,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),3,9,-,0.004953,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),3,10,-,0.090895,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),3,11,-,0.0,0.0,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),3,12,-,0.021174,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),3,13,-,1e-06,0.000467,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),3,14,-,0.028778,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),3,15,-,0.419715,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),3,16,-,0.702604,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),3,17,-,0.198876,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),3,18,-,0.003223,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),3,19,-,0.127503,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),3,20,-,0.020236,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),3,21,-,0.102849,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),3,22,-,0.568082,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),3,23,-,0.634625,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),3,24,-,0.632064,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),3,25,-,0.311834,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),3,26,-,0.61332,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),3,27,-,0.479518,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),3,28,-,0.788038,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),3,29,-,0.022124,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),3,30,-,0.052347,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),3,31,-,0.421404,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),3,32,-,0.006313,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),4,5,-,0.0,0.0,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),4,6,-,0.302333,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),4,7,-,0.954532,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),4,8,-,0.826588,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),4,9,-,0.049627,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),4,10,-,0.34833,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),4,11,-,0.0,1e-06,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),4,12,-,0.115702,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),4,13,-,4.7e-05,0.024887,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),4,14,-,0.13984,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),4,15,-,0.876893,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),4,16,-,0.331918,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),4,17,-,0.090467,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),4,18,-,0.038261,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),4,19,-,0.321999,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),4,20,-,0.105345,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),4,21,-,0.052957,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),4,22,-,0.3285,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),4,23,-,0.952709,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),4,24,-,0.387833,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),4,25,-,0.630603,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),4,26,-,0.913866,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),4,27,-,0.693857,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),4,28,-,0.777538,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),4,29,-,0.057668,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),4,30,-,0.030064,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),4,31,-,0.334459,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),4,32,-,0.024831,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),5,6,-,0.0,0.0,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),5,7,-,0.0,0.0,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),5,8,-,0.0,0.0,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),5,9,-,0.0,0.0,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),5,10,-,0.0,0.0,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),5,11,-,0.067292,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),5,12,-,0.0,0.0,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),5,13,-,0.000133,0.070262,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),5,14,-,0.0,0.0,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),5,15,-,0.0,0.0,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),5,16,-,0.0,0.0,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),5,17,-,0.0,0.0,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),5,18,-,0.0,0.0,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),5,19,-,0.0,0.0,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),5,20,-,0.0,0.0,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),5,21,-,0.0,0.0,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),5,22,-,0.0,0.0,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),5,23,-,0.0,0.0,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),5,24,-,0.0,0.0,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),5,25,-,0.0,0.0,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),5,26,-,0.0,0.0,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),5,27,-,0.0,6e-06,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),5,28,-,0.0,0.0,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),5,29,-,0.005502,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),5,30,-,0.0,0.0,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),5,31,-,0.0,0.0,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),5,32,-,0.002149,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),6,7,-,0.230539,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),6,8,-,0.226227,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),6,9,-,0.195054,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),6,10,-,0.916349,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),6,11,-,0.0,8e-06,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),6,12,-,0.327428,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),6,13,-,0.000279,0.147166,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),6,14,-,0.47403,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),6,15,-,0.56773,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),6,16,-,0.066453,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),6,17,-,0.007991,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),6,18,-,0.237349,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),6,19,-,0.679933,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),6,20,-,0.372014,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),6,21,-,0.006731,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),6,22,-,0.081979,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),6,23,-,0.458068,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),6,24,-,0.086817,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),6,25,-,0.806368,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),6,26,-,0.237722,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),6,27,-,0.944295,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),6,28,-,0.261834,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),6,29,-,0.086633,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),6,30,-,0.003762,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),6,31,-,0.124266,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),6,32,-,0.05534,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),7,8,-,0.879425,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),7,9,-,0.045429,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),7,10,-,0.320977,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),7,11,-,0.0,1e-06,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),7,12,-,0.102233,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),7,13,-,3.1e-05,0.016539,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),7,14,-,0.125545,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),7,15,-,0.817979,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),7,16,-,0.41151,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),7,17,-,0.086481,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),7,18,-,0.017752,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),7,19,-,0.301676,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),7,20,-,0.06925,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),7,21,-,0.041507,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),7,22,-,0.311464,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),7,23,-,0.950026,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),7,24,-,0.369864,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),7,25,-,0.575881,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),7,26,-,0.912322,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),7,27,-,0.729455,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),7,28,-,0.986432,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),7,29,-,0.049697,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),7,30,-,0.022142,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),7,31,-,0.235324,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),7,32,-,0.016857,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),8,9,-,0.044632,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),8,10,-,0.284495,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),8,11,-,0.0,1e-06,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),8,12,-,0.085229,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),8,13,-,4.3e-05,0.022466,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),8,14,-,0.109753,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),8,15,-,0.760803,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),8,16,-,0.485899,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),8,17,-,0.167476,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),8,18,-,0.023537,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),8,19,-,0.263423,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),8,20,-,0.076375,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),8,21,-,0.070641,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),8,22,-,0.433773,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),8,23,-,0.889177,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),8,24,-,0.432287,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),8,25,-,0.558547,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),8,26,-,0.92685,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),8,27,-,0.567747,1.0,False
